date,symbol,event,a,b,share_multiplier,reason,shares,lots,strike,reasons,assigned_lots,assigned_shares,assigned_market_value,cash_before,cash_after,nav,margin_utilization,total_assigned_stock_exposure,sector,sector_exposure,top_sector,top_sector_exposure,cash_liquidity,margin_liquidity,remaining_liquidity,entry_day,put_retries,pending_calls,position,cancelled_orders,action,pnl,per_share
2025-06-25,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,3.0,,,,,
2025-06-27,NESTLEIND,covered_call_leftover_shares,,,,"covered 7500, uncovered 100",7600.0,30.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-27,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-27,POWERGRID,covered_call_not_available,,,,calls_skipped_distance_cap,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-27,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-27,,SKIP_NEW_PUT,,,,cash_liquidity,,,,,,,,,,,,,,,,,,,,True,0.0,0.0,,,,,
2025-06-30,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,POWERGRID,covered_call_not_available,,,,calls_skipped_distance_cap,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,POWERGRID,covered_call_not_available,,,,calls_skipped_distance_cap,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,POWERGRID,covered_call_leftover_shares,,,,"covered 1900, uncovered 55700",57600.0,1.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04,NESTLEIND,dividend,,,,,7600.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2025-07-04,POWERGRID,covered_call_fill_failed,,,,participation_or_margin,,29.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-08,POWERGRID,covered_call_topup,,,,"added 19000, covered 20900, uncovered 36700",57600.0,10.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-08,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-08,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-09,POWERGRID,covered_call_topup,,,,"added 3800, covered 24700, uncovered 32900",57600.0,2.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-09,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-09,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-10,POWERGRID,covered_call_topup,,,,"added 7600, covered 32300, uncovered 25300",57600.0,4.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-10,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-10,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-11,POWERGRID,covered_call_topup,,,,"added 1900, covered 34200, uncovered 23400",57600.0,1.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-11,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-11,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-14,POWERGRID,covered_call_topup,,,,"added 5700, covered 39900, uncovered 17700",57600.0,3.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-14,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-14,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-15,POWERGRID,covered_call_fill_failed,,,,slippage_below_tick,,9.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-15,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-15,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16,POWERGRID,covered_call_topup,,,,"added 1900, covered 41800, uncovered 15800",57600.0,1.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17,POWERGRID,covered_call_fill_failed,,,,slippage_below_tick,,8.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-18,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-18,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-21,POWERGRID,covered_call_fill_failed,,,,slippage_below_tick,,8.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-21,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-21,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-22,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-22,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-23,POWERGRID,covered_call_fill_failed,,,,slippage_below_tick,,8.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-23,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-23,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-24,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-24,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28,WIPRO,dividend,,,,,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2025-07-28,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,3.0,,,,,
2025-08-01,MARUTI,dividend,,,,,1550.0,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2025-08-01,NESTLEIND,covered_call_leftover_shares,,,,"covered 7500, uncovered 100",7600.0,30.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01,,SKIP_NEW_PUT,,,,cash_liquidity,,,,,,,,,,,,,,,,,,,,True,0.0,0.0,,,,,
2025-08-04,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05,POWERGRID,covered_call_fill_failed,,,,no_trades_t1,,30.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-07,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-07,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-07,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-08,HINDALCO,dividend,,,,,28000.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2025-08-08,NESTLEIND,corporate_action_split_bonus,0.5,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-08,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-08,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-08,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-11,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-11,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-11,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-12,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-12,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-12,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-18,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-18,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-18,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-19,POWERGRID,dividend,,,,,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2025-08-19,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-19,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-19,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-20,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-20,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-20,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-21,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-21,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-21,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-22,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-22,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-22,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-25,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-25,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-25,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-26,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-26,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-26,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-28,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-28,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-28,TATAMOTORS,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,36800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-28,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,2.0,,,,,
2025-08-29,NESTLEIND,covered_call_leftover_shares,,,,"covered 15000, uncovered 200",15200.0,30.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-29,BAJAJ-AUTO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-29,POWERGRID,covered_call_not_available,,,,calls_skipped_no_eligible_strike,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
